Item,Value,NAME,LC_1,AGG_NAME_1,LC_2,AGG_NAME_2,CLIMATE,OCS_CF_FactorLandUse,OCS_CF_FactorInput,OCS_CF_FactorManagement,Sources
13825,13825,170_121_10,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
829,829,170_121_2,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
2273,2273,170_121_3,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
3717,3717,170_121_4,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
5161,5161,170_121_5,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
9493,9493,170_121_6,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
6605,6605,170_121_7,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
8049,8049,170_121_8,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
12381,12381,170_121_9,"Tree cover, flooded, saline water",Wetlands,Shrubland evergreen,"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
10975,10975,170_122_1,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
13863,13863,170_122_10,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
867,867,170_122_2,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
2311,2311,170_122_3,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
3755,3755,170_122_4,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
5199,5199,170_122_5,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
9531,9531,170_122_6,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
6643,6643,170_122_7,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
8087,8087,170_122_8,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
12419,12419,170_122_9,"Tree cover, flooded, saline water",Wetlands,Shrubland deciduous,"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
11013,11013,170_130_1,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
13901,13901,170_130_10,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
905,905,170_130_2,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
2349,2349,170_130_3,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
3793,3793,170_130_4,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
5237,5237,170_130_5,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
9569,9569,170_130_6,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
6681,6681,170_130_7,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
8125,8125,170_130_8,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
12457,12457,170_130_9,"Tree cover, flooded, saline water",Wetlands,Grassland,"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
11051,11051,170_140_1,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
13939,13939,170_140_10,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
943,943,170_140_2,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
2387,2387,170_140_3,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
3831,3831,170_140_4,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
5275,5275,170_140_5,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
9607,9607,170_140_6,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
6719,6719,170_140_7,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
8163,8163,170_140_8,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
12495,12495,170_140_9,"Tree cover, flooded, saline water",Wetlands,Lichens and mosses,"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
11089,11089,170_150_1,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
13977,13977,170_150_10,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
981,981,170_150_2,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
2425,2425,170_150_3,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
3869,3869,170_150_4,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
5313,5313,170_150_5,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
9645,9645,170_150_6,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
6757,6757,170_150_7,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
8201,8201,170_150_8,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
12533,12533,170_150_9,"Tree cover, flooded, saline water",Wetlands,"Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
11127,11127,170_151_1,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
14015,14015,170_151_10,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
1019,1019,170_151_2,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
2463,2463,170_151_3,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
3907,3907,170_151_4,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
5351,5351,170_151_5,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
9683,9683,170_151_6,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
6795,6795,170_151_7,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
8239,8239,170_151_8,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
12571,12571,170_151_9,"Tree cover, flooded, saline water",Wetlands,Sparse tree (<15%),"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
11165,11165,170_152_1,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
14053,14053,170_152_10,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
1057,1057,170_152_2,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
2501,2501,170_152_3,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
3945,3945,170_152_4,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
5389,5389,170_152_5,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
9721,9721,170_152_6,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
6833,6833,170_152_7,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
8277,8277,170_152_8,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
12609,12609,170_152_9,"Tree cover, flooded, saline water",Wetlands,Sparse shrub (<15%),"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
11203,11203,170_153_1,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
14091,14091,170_153_10,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
1095,1095,170_153_2,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Boreal_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
2539,2539,170_153_3,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Boreal_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
3983,3983,170_153_4,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
5427,5427,170_153_5,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Cold_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
9759,9759,170_153_6,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
6871,6871,170_153_7,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
8315,8315,170_153_8,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Tropical_Moist,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
12647,12647,170_153_9,"Tree cover, flooded, saline water",Wetlands,Sparse herbaceous cover (<15%),"Shrubs, grasslands and sparsely vegetated areas",Warm_Temperate_Dry,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
11241,11241,170_160_1,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,,1,1,1,No change
14129,14129,170_160_10,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Warm_Temperate_Wet,1,1,1,No change
1133,1133,170_160_2,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Boreal_Dry,1,1,1,No change
2577,2577,170_160_3,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Boreal_Wet,1,1,1,No change
4021,4021,170_160_4,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Cold_Temperate_Dry,1,1,1,No change
5465,5465,170_160_5,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Cold_Temperate_Wet,1,1,1,No change
9797,9797,170_160_6,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Tropical Wet,1,1,1,No change
6909,6909,170_160_7,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Tropical_Dry,1,1,1,No change
8353,8353,170_160_8,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Tropical_Moist,1,1,1,No change
12685,12685,170_160_9,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, fresh or brakish water",Wetlands,Warm_Temperate_Dry,1,1,1,No change
11279,11279,170_170_1,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,,1,1,1,No change
14167,14167,170_170_10,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Warm_Temperate_Wet,1,1,1,No change
1171,1171,170_170_2,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Boreal_Dry,1,1,1,No change
2615,2615,170_170_3,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Boreal_Wet,1,1,1,No change
4059,4059,170_170_4,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Cold_Temperate_Dry,1,1,1,No change
5503,5503,170_170_5,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Cold_Temperate_Wet,1,1,1,No change
9835,9835,170_170_6,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Tropical Wet,1,1,1,No change
6947,6947,170_170_7,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Tropical_Dry,1,1,1,No change
8391,8391,170_170_8,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Tropical_Moist,1,1,1,No change
12723,12723,170_170_9,"Tree cover, flooded, saline water",Wetlands,"Tree cover, flooded, saline water",Wetlands,Warm_Temperate_Dry,1,1,1,No change
11317,11317,170_180_1,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,,1,1,1,No change
14205,14205,170_180_10,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Warm_Temperate_Wet,1,1,1,No change
1209,1209,170_180_2,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Boreal_Dry,1,1,1,No change
2653,2653,170_180_3,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Boreal_Wet,1,1,1,No change
4097,4097,170_180_4,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Cold_Temperate_Dry,1,1,1,No change
5541,5541,170_180_5,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Cold_Temperate_Wet,1,1,1,No change
9873,9873,170_180_6,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Tropical Wet,1,1,1,No change
6985,6985,170_180_7,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Tropical_Dry,1,1,1,No change
8429,8429,170_180_8,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Tropical_Moist,1,1,1,No change
12761,12761,170_180_9,"Tree cover, flooded, saline water",Wetlands,"Shrub or herbaceous cover, flooded, fresh/saline/brakish water",Wetlands,Warm_Temperate_Dry,1,1,1,No change
11355,11355,170_190_1,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
14243,14243,170_190_10,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Warm_Temperate_Wet,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
1247,1247,170_190_2,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Boreal_Dry,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
2691,2691,170_190_3,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Boreal_Wet,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
4135,4135,170_190_4,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Cold_Temperate_Dry,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
5579,5579,170_190_5,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Cold_Temperate_Wet,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
9911,9911,170_190_6,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Tropical Wet,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
7023,7023,170_190_7,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Tropical_Dry,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
8467,8467,170_190_8,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Tropical_Moist,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
12799,12799,170_190_9,"Tree cover, flooded, saline water",Wetlands,Urban areas,Artificial areas,Warm_Temperate_Dry,0.32,1,1,Average loss 68% for soil sealing http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0109380
10291,10291,170_20_1,"Tree cover, flooded, saline water",Wetlands,"Cropland, irrigated or post-flooding",Cropland,,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
13179,13179,170_20_10,"Tree cover, flooded, saline water",Wetlands,"Cropland, irrigated or post-flooding",Cropland,Warm_Temperate_Wet,0.04,1,1,All but refractory carbon is considered oxidised IPCC 2013 Wetlands Supplement (Mangrove soils)
