"","Value","NAME","LC_1","AGG_NAME_1","LC_2","AGG_NAME_2","CLIMATE"
"11321",11321,"201_180_1","Consolidated bare areas","Bare land and other areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11322",11322,"202_180_1","Unconsolidated bare areas","Bare land and other areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11323",11323,"210_180_1","Water bodies","Water bodies","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11324",11324,"220_180_1","Permanent snow and ice","Bare land and other areas","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands",""
"11325",11325,"0_190_1","No data","No Data","Urban areas","Artificial areas",""
"11326",11326,"10_190_1","Cropland, rainfed","Cropland","Urban areas","Artificial areas",""
"11327",11327,"11_190_1","Herbaceous cover","Cropland","Urban areas","Artificial areas",""
"11328",11328,"12_190_1","Tree or shrub cover","Cropland","Urban areas","Artificial areas",""
"11329",11329,"20_190_1","Cropland, irrigated or post-flooding","Cropland","Urban areas","Artificial areas",""
"11330",11330,"30_190_1","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Urban areas","Artificial areas",""
"11331",11331,"40_190_1","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11332",11332,"50_190_1","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Urban areas","Artificial areas",""
"11333",11333,"60_190_1","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Urban areas","Artificial areas",""
"11334",11334,"61_190_1","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Urban areas","Artificial areas",""
"11335",11335,"62_190_1","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Urban areas","Artificial areas",""
"11336",11336,"70_190_1","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Urban areas","Artificial areas",""
"11337",11337,"71_190_1","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Urban areas","Artificial areas",""
"11338",11338,"72_190_1","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Urban areas","Artificial areas",""
"11339",11339,"80_190_1","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Urban areas","Artificial areas",""
"11340",11340,"81_190_1","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Urban areas","Artificial areas",""
"11341",11341,"82_190_1","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Urban areas","Artificial areas",""
"11342",11342,"90_190_1","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Urban areas","Artificial areas",""
"11343",11343,"100_190_1","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Urban areas","Artificial areas",""
"11344",11344,"110_190_1","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11345",11345,"120_190_1","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11346",11346,"121_190_1","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11347",11347,"122_190_1","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11348",11348,"130_190_1","Grassland","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11349",11349,"140_190_1","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11350",11350,"150_190_1","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11351",11351,"151_190_1","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11352",11352,"152_190_1","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11353",11353,"153_190_1","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Urban areas","Artificial areas",""
"11354",11354,"160_190_1","Tree cover, flooded, fresh or brakish water","Forest","Urban areas","Artificial areas",""
"11355",11355,"170_190_1","Tree cover, flooded, saline water","Wetlands","Urban areas","Artificial areas",""
"11356",11356,"180_190_1","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Urban areas","Artificial areas",""
"11357",11357,"190_190_1","Urban areas","Artificial areas","Urban areas","Artificial areas",""
"11358",11358,"200_190_1","Bare areas","Bare land and other areas","Urban areas","Artificial areas",""
"11359",11359,"201_190_1","Consolidated bare areas","Bare land and other areas","Urban areas","Artificial areas",""
"11360",11360,"202_190_1","Unconsolidated bare areas","Bare land and other areas","Urban areas","Artificial areas",""
"11361",11361,"210_190_1","Water bodies","Water bodies","Urban areas","Artificial areas",""
"11362",11362,"220_190_1","Permanent snow and ice","Bare land and other areas","Urban areas","Artificial areas",""
"11363",11363,"0_200_1","No data","No Data","Bare areas","Bare land and other areas",""
"11364",11364,"10_200_1","Cropland, rainfed","Cropland","Bare areas","Bare land and other areas",""
"11365",11365,"11_200_1","Herbaceous cover","Cropland","Bare areas","Bare land and other areas",""
"11366",11366,"12_200_1","Tree or shrub cover","Cropland","Bare areas","Bare land and other areas",""
"11367",11367,"20_200_1","Cropland, irrigated or post-flooding","Cropland","Bare areas","Bare land and other areas",""
"11368",11368,"30_200_1","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Bare areas","Bare land and other areas",""
"11369",11369,"40_200_1","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11370",11370,"50_200_1","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Bare areas","Bare land and other areas",""
"11371",11371,"60_200_1","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Bare areas","Bare land and other areas",""
"11372",11372,"61_200_1","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Bare areas","Bare land and other areas",""
"11373",11373,"62_200_1","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Bare areas","Bare land and other areas",""
"11374",11374,"70_200_1","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Bare areas","Bare land and other areas",""
"11375",11375,"71_200_1","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Bare areas","Bare land and other areas",""
"11376",11376,"72_200_1","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Bare areas","Bare land and other areas",""
"11377",11377,"80_200_1","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Bare areas","Bare land and other areas",""
"11378",11378,"81_200_1","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Bare areas","Bare land and other areas",""
"11379",11379,"82_200_1","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Bare areas","Bare land and other areas",""
"11380",11380,"90_200_1","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Bare areas","Bare land and other areas",""
"11381",11381,"100_200_1","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Bare areas","Bare land and other areas",""
"11382",11382,"110_200_1","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11383",11383,"120_200_1","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11384",11384,"121_200_1","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11385",11385,"122_200_1","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11386",11386,"130_200_1","Grassland","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11387",11387,"140_200_1","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11388",11388,"150_200_1","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11389",11389,"151_200_1","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11390",11390,"152_200_1","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11391",11391,"153_200_1","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Bare areas","Bare land and other areas",""
"11392",11392,"160_200_1","Tree cover, flooded, fresh or brakish water","Forest","Bare areas","Bare land and other areas",""
"11393",11393,"170_200_1","Tree cover, flooded, saline water","Wetlands","Bare areas","Bare land and other areas",""
"11394",11394,"180_200_1","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Bare areas","Bare land and other areas",""
"11395",11395,"190_200_1","Urban areas","Artificial areas","Bare areas","Bare land and other areas",""
"11396",11396,"200_200_1","Bare areas","Bare land and other areas","Bare areas","Bare land and other areas",""
"11397",11397,"201_200_1","Consolidated bare areas","Bare land and other areas","Bare areas","Bare land and other areas",""
"11398",11398,"202_200_1","Unconsolidated bare areas","Bare land and other areas","Bare areas","Bare land and other areas",""
"11399",11399,"210_200_1","Water bodies","Water bodies","Bare areas","Bare land and other areas",""
"11400",11400,"220_200_1","Permanent snow and ice","Bare land and other areas","Bare areas","Bare land and other areas",""
"11401",11401,"0_201_1","No data","No Data","Consolidated bare areas","Bare land and other areas",""
"11402",11402,"10_201_1","Cropland, rainfed","Cropland","Consolidated bare areas","Bare land and other areas",""
"11403",11403,"11_201_1","Herbaceous cover","Cropland","Consolidated bare areas","Bare land and other areas",""
"11404",11404,"12_201_1","Tree or shrub cover","Cropland","Consolidated bare areas","Bare land and other areas",""
"11405",11405,"20_201_1","Cropland, irrigated or post-flooding","Cropland","Consolidated bare areas","Bare land and other areas",""
"11406",11406,"30_201_1","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)","Cropland","Consolidated bare areas","Bare land and other areas",""
"11407",11407,"40_201_1","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%) ","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11408",11408,"50_201_1","Tree cover, broadleaved, evergreen, closed to open (>15%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11409",11409,"60_201_1","Tree cover, broadleaved, deciduous, closed to open (>15%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11410",11410,"61_201_1","Tree cover, broadleaved, deciduous, closed (>40%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11411",11411,"62_201_1","Tree cover, broadleaved, deciduous, open (15-40%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11412",11412,"70_201_1","Tree cover, needleleaved, evergreen, closed to open (>15%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11413",11413,"71_201_1","Tree cover, needleleaved, evergreen, closed (>40%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11414",11414,"72_201_1","Tree cover, needleleaved, evergreen, open (15-40%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11415",11415,"80_201_1","Tree cover, needleleaved, deciduous, closed to open (>15%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11416",11416,"81_201_1","Tree cover, needleleaved, deciduous, closed (>40%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11417",11417,"82_201_1","Tree cover, needleleaved, deciduous, open (15-40%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11418",11418,"90_201_1","Tree cover, mixed leaf type (broadleaved and needleleaved)","Forest","Consolidated bare areas","Bare land and other areas",""
"11419",11419,"100_201_1","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)","Forest","Consolidated bare areas","Bare land and other areas",""
"11420",11420,"110_201_1","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11421",11421,"120_201_1","Shrubland","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11422",11422,"121_201_1","Shrubland evergreen","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11423",11423,"122_201_1","Shrubland deciduous","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11424",11424,"130_201_1","Grassland","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11425",11425,"140_201_1","Lichens and mosses","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11426",11426,"150_201_1","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11427",11427,"151_201_1","Sparse tree (<15%)","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11428",11428,"152_201_1","Sparse shrub (<15%)","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11429",11429,"153_201_1","Sparse herbaceous cover (<15%)","Shrubs, grasslands and sparsely vegetated areas","Consolidated bare areas","Bare land and other areas",""
"11430",11430,"160_201_1","Tree cover, flooded, fresh or brakish water","Forest","Consolidated bare areas","Bare land and other areas",""
"11431",11431,"170_201_1","Tree cover, flooded, saline water","Wetlands","Consolidated bare areas","Bare land and other areas",""
"11432",11432,"180_201_1","Shrub or herbaceous cover, flooded, fresh/saline/brakish water","Wetlands","Consolidated bare areas","Bare land and other areas",""
"11433",11433,"190_201_1","Urban areas","Artificial areas","Consolidated bare areas","Bare land and other areas",""
"11434",11434,"200_201_1","Bare areas","Bare land and other areas","Consolidated bare areas","Bare land and other areas",""
"11435",11435,"201_201_1","Consolidated bare areas","Bare land and other areas","Consolidated bare areas","Bare land and other areas",""
"11436",11436,"202_201_1","Unconsolidated bare areas","Bare land and other areas","Consolidated bare areas","Bare land and other areas",""
